,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
7029,300.6,1454,39.7,67,0,"(300.317, 300.735]","(1425.957, 1463.522]","(38.4, 40.2]","(57.565, 67.413]"
575,297.9,1410,55.4,188,0,"(297.813, 298.23]","(1388.391, 1425.957]","(54.6, 56.4]","(185.587, 195.435]"
6656,301.4,1553,44.7,173,0,"(301.152, 301.57]","(1538.652, 1576.217]","(43.8, 45.6]","(165.891, 175.739]"
7115,301.0,1460,53.6,74,0,"(300.735, 301.152]","(1425.957, 1463.522]","(52.8, 54.6]","(67.413, 77.261]"
8802,297.4,1524,43.1,73,0,"(297.396, 297.813]","(1501.087, 1538.652]","(42.0, 43.8]","(67.413, 77.261]"
6276,301.2,1233,64.6,45,0,"(301.152, 301.57]","(1200.565, 1238.13]","(63.6, 65.4]","(37.87, 47.717]"
8984,297.1,1406,60.4,133,0,"(296.978, 297.396]","(1388.391, 1425.957]","(60.0, 61.8]","(126.5, 136.348]"
5897,301.0,1517,40.2,171,0,"(300.735, 301.152]","(1501.087, 1538.652]","(40.2, 42.0]","(165.891, 175.739]"
5724,302.3,1433,50.3,183,0,"(301.987, 302.404]","(1425.957, 1463.522]","(49.2, 51.0]","(175.739, 185.587]"
269,298.0,1524,37.0,49,0,"(297.813, 298.23]","(1501.087, 1538.652]","(36.6, 38.4]","(47.717, 57.565]"
629,298.3,1523,45.9,99,0,"(298.23, 298.648]","(1501.087, 1538.652]","(45.6, 47.4]","(96.957, 106.804]"
3081,300.0,1932,21.8,135,0,"(299.9, 300.317]","(1914.304, 1951.87]","(20.4, 22.2]","(126.5, 136.348]"
3466,301.7,1447,56.9,47,0,"(301.57, 301.987]","(1425.957, 1463.522]","(56.4, 58.2]","(37.87, 47.717]"
6430,300.3,1523,39.2,24,0,"(299.9, 300.317]","(1501.087, 1538.652]","(38.4, 40.2]","(18.174, 28.022]"
9311,298.4,1540,43.2,141,0,"(298.23, 298.648]","(1538.652, 1576.217]","(42.0, 43.8]","(136.348, 146.196]"
7062,300.6,1407,51.1,157,0,"(300.317, 300.735]","(1388.391, 1425.957]","(51.0, 52.8]","(156.043, 165.891]"
9727,298.8,1461,39.4,141,0,"(298.648, 299.065]","(1425.957, 1463.522]","(38.4, 40.2]","(136.348, 146.196]"
5543,302.4,1255,59.0,138,0,"(301.987, 302.404]","(1238.13, 1275.696]","(58.2, 60.0]","(136.348, 146.196]"
4356,302.0,1649,31.0,152,0,"(301.987, 302.404]","(1613.783, 1651.348]","(29.4, 31.2]","(146.196, 156.043]"
2113,299.5,1863,22.5,79,0,"(299.483, 299.9]","(1839.174, 1876.739]","(22.2, 24.0]","(77.261, 87.109]"
8219,299.0,1504,34.3,48,0,"(298.648, 299.065]","(1501.087, 1538.652]","(33.0, 34.8]","(47.717, 57.565]"
3216,300.5,1653,27.6,62,0,"(300.317, 300.735]","(1651.348, 1688.913]","(27.6, 29.4]","(57.565, 67.413]"
3814,302.1,1326,59.1,88,1,"(301.987, 302.404]","(1313.261, 1350.826]","(58.2, 60.0]","(87.109, 96.957]"
8321,298.8,1442,50.0,104,0,"(298.648, 299.065]","(1425.957, 1463.522]","(49.2, 51.0]","(96.957, 106.804]"
8589,297.3,1538,48.0,171,0,"(296.978, 297.396]","(1501.087, 1538.652]","(47.4, 49.2]","(165.891, 175.739]"
2278,299.3,1459,35.6,87,0,"(299.065, 299.483]","(1425.957, 1463.522]","(34.8, 36.6]","(77.261, 87.109]"
4599,303.1,1420,55.8,113,0,"(302.822, 303.239]","(1388.391, 1425.957]","(54.6, 56.4]","(106.804, 116.652]"
13,298.6,1742,30.0,37,0,"(298.23, 298.648]","(1726.478, 1764.043]","(29.4, 31.2]","(28.022, 37.87]"
9225,298.0,1820,23.6,120,0,"(297.813, 298.23]","(1801.609, 1839.174]","(22.2, 24.0]","(116.652, 126.5]"
1525,298.2,2449,13.8,45,0,"(297.813, 298.23]","(2440.217, 2477.783]","(13.2, 15.0]","(37.87, 47.717]"
2365,299.4,1845,22.9,76,0,"(299.065, 299.483]","(1839.174, 1876.739]","(22.2, 24.0]","(67.413, 77.261]"
4648,303.3,1630,32.5,2,0,"(303.239, 303.657]","(1613.783, 1651.348]","(31.2, 33.0]","(-1.522, 8.326]"
374,297.4,1431,43.0,113,0,"(297.396, 297.813]","(1425.957, 1463.522]","(42.0, 43.8]","(106.804, 116.652]"
8521,298.4,1376,50.4,202,0,"(298.23, 298.648]","(1350.826, 1388.391]","(49.2, 51.0]","(195.435, 205.283]"
6477,300.5,1841,24.6,143,0,"(300.317, 300.735]","(1839.174, 1876.739]","(24.0, 25.8]","(136.348, 146.196]"
525,297.4,1466,45.5,53,0,"(297.396, 297.813]","(1463.522, 1501.087]","(43.8, 45.6]","(47.717, 57.565]"
6895,301.0,1357,45.6,137,0,"(300.735, 301.152]","(1350.826, 1388.391]","(43.8, 45.6]","(136.348, 146.196]"
3591,301.7,1458,41.4,153,0,"(301.57, 301.987]","(1425.957, 1463.522]","(40.2, 42.0]","(146.196, 156.043]"
7904,300.8,1811,25.1,136,0,"(300.735, 301.152]","(1801.609, 1839.174]","(24.0, 25.8]","(126.5, 136.348]"
2958,300.8,1481,44.5,49,0,"(300.735, 301.152]","(1463.522, 1501.087]","(43.8, 45.6]","(47.717, 57.565]"
529,297.6,1569,36.2,63,0,"(297.396, 297.813]","(1538.652, 1576.217]","(34.8, 36.6]","(57.565, 67.413]"
3714,302.3,1855,23.9,43,0,"(301.987, 302.404]","(1839.174, 1876.739]","(22.2, 24.0]","(37.87, 47.717]"
4732,303.3,1539,38.5,221,0,"(303.239, 303.657]","(1538.652, 1576.217]","(38.4, 40.2]","(215.13, 224.978]"
1394,299.1,1527,44.0,149,0,"(299.065, 299.483]","(1501.087, 1538.652]","(43.8, 45.6]","(146.196, 156.043]"
5631,302.8,1515,36.8,162,0,"(302.404, 302.822]","(1501.087, 1538.652]","(36.6, 38.4]","(156.043, 165.891]"
6563,301.5,1942,20.5,155,0,"(301.152, 301.57]","(1914.304, 1951.87]","(20.4, 22.2]","(146.196, 156.043]"
4703,303.6,1432,42.5,150,0,"(303.239, 303.657]","(1425.957, 1463.522]","(42.0, 43.8]","(146.196, 156.043]"
1712,298.3,1551,33.8,72,0,"(298.23, 298.648]","(1538.652, 1576.217]","(33.0, 34.8]","(67.413, 77.261]"
9755,298.5,1561,35.3,208,0,"(298.23, 298.648]","(1538.652, 1576.217]","(34.8, 36.6]","(205.283, 215.13]"
955,295.6,1911,20.9,74,0,"(295.309, 295.726]","(1876.739, 1914.304]","(20.4, 22.2]","(67.413, 77.261]"
6675,301.5,1579,28.0,220,0,"(301.152, 301.57]","(1576.217, 1613.783]","(27.6, 29.4]","(215.13, 224.978]"
3453,301.5,1425,54.4,7,0,"(301.152, 301.57]","(1388.391, 1425.957]","(52.8, 54.6]","(-1.522, 8.326]"
2071,299.7,1313,60.0,186,0,"(299.483, 299.9]","(1275.696, 1313.261]","(60.0, 61.8]","(185.587, 195.435]"
9740,298.9,1655,31.5,172,0,"(298.648, 299.065]","(1651.348, 1688.913]","(31.2, 33.0]","(165.891, 175.739]"
158,298.4,1499,40.0,211,0,"(298.23, 298.648]","(1463.522, 1501.087]","(38.4, 40.2]","(205.283, 215.13]"
7005,300.6,1339,52.9,0,0,"(300.317, 300.735]","(1313.261, 1350.826]","(52.8, 54.6]","(-1.522, 8.326]"
352,297.6,1507,46.0,51,0,"(297.396, 297.813]","(1501.087, 1538.652]","(45.6, 47.4]","(47.717, 57.565]"
6078,300.8,1339,59.1,203,1,"(300.735, 301.152]","(1313.261, 1350.826]","(58.2, 60.0]","(195.435, 205.283]"
6236,301.3,1512,36.9,159,0,"(301.152, 301.57]","(1501.087, 1538.652]","(36.6, 38.4]","(156.043, 165.891]"
2920,300.7,1598,33.7,149,0,"(300.317, 300.735]","(1576.217, 1613.783]","(33.0, 34.8]","(146.196, 156.043]"
4644,303.2,1514,41.2,230,0,"(302.822, 303.239]","(1501.087, 1538.652]","(40.2, 42.0]","(224.978, 234.826]"
661,297.6,1427,45.6,179,0,"(297.396, 297.813]","(1425.957, 1463.522]","(43.8, 45.6]","(175.739, 185.587]"
7057,300.8,1666,36.2,144,0,"(300.735, 301.152]","(1651.348, 1688.913]","(34.8, 36.6]","(136.348, 146.196]"
3665,302.4,1358,50.6,133,0,"(301.987, 302.404]","(1350.826, 1388.391]","(49.2, 51.0]","(126.5, 136.348]"
7979,301.2,1428,36.6,99,0,"(301.152, 301.57]","(1425.957, 1463.522]","(34.8, 36.6]","(96.957, 106.804]"
306,297.8,1374,47.1,150,0,"(297.396, 297.813]","(1350.826, 1388.391]","(45.6, 47.4]","(146.196, 156.043]"
4790,303.8,1443,40.7,145,0,"(303.657, 304.074]","(1425.957, 1463.522]","(40.2, 42.0]","(136.348, 146.196]"
2356,299.3,1498,39.5,47,0,"(299.065, 299.483]","(1463.522, 1501.087]","(38.4, 40.2]","(37.87, 47.717]"
1927,298.0,1314,47.8,19,0,"(297.813, 298.23]","(1313.261, 1350.826]","(47.4, 49.2]","(18.174, 28.022]"
9939,298.3,2636,12.8,84,0,"(298.23, 298.648]","(2628.043, 2665.609]","(11.4, 13.2]","(77.261, 87.109]"
3427,301.6,1562,34.4,162,0,"(301.57, 301.987]","(1538.652, 1576.217]","(33.0, 34.8]","(156.043, 165.891]"
3638,302.3,1445,44.8,65,0,"(301.987, 302.404]","(1425.957, 1463.522]","(43.8, 45.6]","(57.565, 67.413]"
1266,298.0,1633,34.8,41,0,"(297.813, 298.23]","(1613.783, 1651.348]","(33.0, 34.8]","(37.87, 47.717]"
1560,298.2,1510,39.9,134,0,"(297.813, 298.23]","(1501.087, 1538.652]","(38.4, 40.2]","(126.5, 136.348]"
7179,300.2,1523,42.3,25,0,"(299.9, 300.317]","(1501.087, 1538.652]","(42.0, 43.8]","(18.174, 28.022]"
4109,301.9,1475,47.8,179,0,"(301.57, 301.987]","(1463.522, 1501.087]","(47.4, 49.2]","(175.739, 185.587]"
7867,300.5,1461,38.1,39,0,"(300.317, 300.735]","(1425.957, 1463.522]","(36.6, 38.4]","(37.87, 47.717]"
4904,303.6,1480,50.7,2,0,"(303.239, 303.657]","(1463.522, 1501.087]","(49.2, 51.0]","(-1.522, 8.326]"
7294,300.1,1809,24.3,97,0,"(299.9, 300.317]","(1801.609, 1839.174]","(24.0, 25.8]","(96.957, 106.804]"
514,297.4,1620,33.2,28,0,"(297.396, 297.813]","(1613.783, 1651.348]","(33.0, 34.8]","(18.174, 28.022]"
894,295.6,1426,48.6,124,0,"(295.309, 295.726]","(1425.957, 1463.522]","(47.4, 49.2]","(116.652, 126.5]"
21,298.8,1450,44.8,63,0,"(298.648, 299.065]","(1425.957, 1463.522]","(43.8, 45.6]","(57.565, 67.413]"
899,295.6,1329,55.3,135,0,"(295.309, 295.726]","(1313.261, 1350.826]","(54.6, 56.4]","(126.5, 136.348]"
207,298.4,1421,60.7,119,1,"(298.23, 298.648]","(1388.391, 1425.957]","(60.0, 61.8]","(116.652, 126.5]"
458,297.3,1486,42.6,105,0,"(296.978, 297.396]","(1463.522, 1501.087]","(42.0, 43.8]","(96.957, 106.804]"
2430,298.9,1335,47.8,40,0,"(298.648, 299.065]","(1313.261, 1350.826]","(47.4, 49.2]","(37.87, 47.717]"
8442,298.6,1517,39.0,4,0,"(298.23, 298.648]","(1501.087, 1538.652]","(38.4, 40.2]","(-1.522, 8.326]"
3389,301.5,1416,53.2,69,0,"(301.152, 301.57]","(1388.391, 1425.957]","(52.8, 54.6]","(67.413, 77.261]"
3911,302.3,1339,50.8,123,0,"(301.987, 302.404]","(1313.261, 1350.826]","(49.2, 51.0]","(116.652, 126.5]"
5383,302.8,1504,40.3,204,0,"(302.404, 302.822]","(1501.087, 1538.652]","(40.2, 42.0]","(195.435, 205.283]"
552,297.4,1622,35.0,123,0,"(297.396, 297.813]","(1613.783, 1651.348]","(34.8, 36.6]","(116.652, 126.5]"
3144,300.6,1478,36.3,95,0,"(300.317, 300.735]","(1463.522, 1501.087]","(34.8, 36.6]","(87.109, 96.957]"
6917,301.0,1481,37.5,193,0,"(300.735, 301.152]","(1463.522, 1501.087]","(36.6, 38.4]","(185.587, 195.435]"
2056,299.5,1333,54.1,147,0,"(299.483, 299.9]","(1313.261, 1350.826]","(52.8, 54.6]","(146.196, 156.043]"
1925,297.9,1537,37.7,15,0,"(297.813, 298.23]","(1501.087, 1538.652]","(36.6, 38.4]","(8.326, 18.174]"
634,298.3,1507,41.6,112,0,"(298.23, 298.648]","(1501.087, 1538.652]","(40.2, 42.0]","(106.804, 116.652]"
6082,300.9,1352,46.4,212,0,"(300.735, 301.152]","(1350.826, 1388.391]","(45.6, 47.4]","(205.283, 215.13]"
9270,298.2,1302,60.4,34,0,"(297.813, 298.23]","(1275.696, 1313.261]","(60.0, 61.8]","(28.022, 37.87]"
9678,299.1,1711,28.1,17,0,"(299.065, 299.483]","(1688.913, 1726.478]","(27.6, 29.4]","(8.326, 18.174]"
105,298.8,1591,31.1,68,0,"(298.648, 299.065]","(1576.217, 1613.783]","(29.4, 31.2]","(67.413, 77.261]"
3041,300.4,1543,38.9,37,0,"(300.317, 300.735]","(1538.652, 1576.217]","(38.4, 40.2]","(28.022, 37.87]"
1709,298.2,1749,26.1,66,0,"(297.813, 298.23]","(1726.478, 1764.043]","(25.8, 27.6]","(57.565, 67.413]"
89,298.9,1487,39.5,30,0,"(298.648, 299.065]","(1463.522, 1501.087]","(38.4, 40.2]","(28.022, 37.87]"
7014,300.5,1403,47.7,24,0,"(300.317, 300.735]","(1388.391, 1425.957]","(47.4, 49.2]","(18.174, 28.022]"
3174,300.3,1600,34.6,177,0,"(299.9, 300.317]","(1576.217, 1613.783]","(33.0, 34.8]","(175.739, 185.587]"
917,295.3,1475,51.0,187,0,"(294.891, 295.309]","(1463.522, 1501.087]","(51.0, 52.8]","(185.587, 195.435]"
7833,300.0,1604,38.7,185,0,"(299.9, 300.317]","(1576.217, 1613.783]","(38.4, 40.2]","(175.739, 185.587]"
6732,301.7,1503,44.8,134,0,"(301.57, 301.987]","(1501.087, 1538.652]","(43.8, 45.6]","(126.5, 136.348]"
1949,298.1,1543,41.9,73,0,"(297.813, 298.23]","(1538.652, 1576.217]","(40.2, 42.0]","(67.413, 77.261]"
6368,300.0,1423,48.7,67,0,"(299.9, 300.317]","(1388.391, 1425.957]","(47.4, 49.2]","(57.565, 67.413]"
1,298.2,1408,46.3,3,0,"(297.813, 298.23]","(1388.391, 1425.957]","(45.6, 47.4]","(-1.522, 8.326]"
8032,300.8,1416,46.5,7,0,"(300.735, 301.152]","(1388.391, 1425.957]","(45.6, 47.4]","(-1.522, 8.326]"
6047,300.9,1853,23.6,122,0,"(300.735, 301.152]","(1839.174, 1876.739]","(22.2, 24.0]","(116.652, 126.5]"
2720,299.6,1559,39.1,110,0,"(299.483, 299.9]","(1538.652, 1576.217]","(38.4, 40.2]","(106.804, 116.652]"
9812,298.2,1411,45.8,157,0,"(297.813, 298.23]","(1388.391, 1425.957]","(45.6, 47.4]","(156.043, 165.891]"
3117,300.1,1469,43.9,20,0,"(299.9, 300.317]","(1463.522, 1501.087]","(43.8, 45.6]","(18.174, 28.022]"
9465,298.6,1460,43.8,138,0,"(298.23, 298.648]","(1425.957, 1463.522]","(43.8, 45.6]","(136.348, 146.196]"
3762,302.3,1526,37.7,171,0,"(301.987, 302.404]","(1501.087, 1538.652]","(36.6, 38.4]","(165.891, 175.739]"
213,298.4,1386,44.9,135,0,"(298.23, 298.648]","(1350.826, 1388.391]","(43.8, 45.6]","(126.5, 136.348]"
778,296.7,1580,32.2,39,0,"(296.561, 296.978]","(1576.217, 1613.783]","(31.2, 33.0]","(37.87, 47.717]"
3496,301.9,1309,48.0,124,0,"(301.57, 301.987]","(1275.696, 1313.261]","(47.4, 49.2]","(116.652, 126.5]"
8817,297.3,1376,53.5,112,0,"(296.978, 297.396]","(1350.826, 1388.391]","(52.8, 54.6]","(106.804, 116.652]"
2043,299.2,1597,30.3,115,0,"(299.065, 299.483]","(1576.217, 1613.783]","(29.4, 31.2]","(106.804, 116.652]"
5420,302.6,1512,34.2,44,0,"(302.404, 302.822]","(1501.087, 1538.652]","(33.0, 34.8]","(37.87, 47.717]"
6154,301.0,1765,24.2,179,0,"(300.735, 301.152]","(1764.043, 1801.609]","(24.0, 25.8]","(175.739, 185.587]"
8357,298.5,1385,46.3,203,1,"(298.23, 298.648]","(1350.826, 1388.391]","(45.6, 47.4]","(195.435, 205.283]"
8707,297.2,1471,41.7,41,0,"(296.978, 297.396]","(1463.522, 1501.087]","(40.2, 42.0]","(37.87, 47.717]"
8465,298.7,1475,40.5,59,0,"(298.648, 299.065]","(1463.522, 1501.087]","(40.2, 42.0]","(57.565, 67.413]"
4167,302.3,1559,33.9,119,0,"(301.987, 302.404]","(1538.652, 1576.217]","(33.0, 34.8]","(116.652, 126.5]"
3788,302.3,1511,48.1,24,0,"(301.987, 302.404]","(1501.087, 1538.652]","(47.4, 49.2]","(18.174, 28.022]"
583,297.7,1697,32.2,210,0,"(297.396, 297.813]","(1688.913, 1726.478]","(31.2, 33.0]","(205.283, 215.13]"
9911,298.6,1481,40.8,6,0,"(298.23, 298.648]","(1463.522, 1501.087]","(40.2, 42.0]","(-1.522, 8.326]"
9986,298.8,1507,42.3,207,0,"(298.648, 299.065]","(1501.087, 1538.652]","(42.0, 43.8]","(205.283, 215.13]"
116,298.9,1564,34.1,99,0,"(298.648, 299.065]","(1538.652, 1576.217]","(33.0, 34.8]","(96.957, 106.804]"
6644,301.5,1565,43.9,142,0,"(301.152, 301.57]","(1538.652, 1576.217]","(43.8, 45.6]","(136.348, 146.196]"
9033,297.4,1386,41.0,35,0,"(297.396, 297.813]","(1350.826, 1388.391]","(40.2, 42.0]","(28.022, 37.87]"
9951,298.2,1355,59.4,115,0,"(297.813, 298.23]","(1350.826, 1388.391]","(58.2, 60.0]","(106.804, 116.652]"
8959,297.3,1420,46.5,73,0,"(296.978, 297.396]","(1388.391, 1425.957]","(45.6, 47.4]","(67.413, 77.261]"
1763,298.2,1511,31.0,209,1,"(297.813, 298.23]","(1501.087, 1538.652]","(29.4, 31.2]","(205.283, 215.13]"
1875,298.3,1363,50.1,96,0,"(298.23, 298.648]","(1350.826, 1388.391]","(49.2, 51.0]","(87.109, 96.957]"
3224,300.6,1557,33.8,84,0,"(300.317, 300.735]","(1538.652, 1576.217]","(33.0, 34.8]","(77.261, 87.109]"
526,297.6,1373,50.6,55,0,"(297.396, 297.813]","(1350.826, 1388.391]","(49.2, 51.0]","(47.717, 57.565]"
7725,300.6,1744,26.9,111,0,"(300.317, 300.735]","(1726.478, 1764.043]","(25.8, 27.6]","(106.804, 116.652]"
2946,300.7,1622,30.5,14,0,"(300.317, 300.735]","(1613.783, 1651.348]","(29.4, 31.2]","(8.326, 18.174]"
4473,302.7,1551,35.9,6,0,"(302.404, 302.822]","(1538.652, 1576.217]","(34.8, 36.6]","(-1.522, 8.326]"
5655,302.3,1387,47.3,2,0,"(301.987, 302.404]","(1350.826, 1388.391]","(45.6, 47.4]","(-1.522, 8.326]"
6059,300.9,2235,15.8,156,0,"(300.735, 301.152]","(2214.826, 2252.391]","(15.0, 16.8]","(146.196, 156.043]"
959,295.8,1505,35.2,86,0,"(295.726, 296.143]","(1501.087, 1538.652]","(34.8, 36.6]","(77.261, 87.109]"
6342,300.3,1444,42.0,3,0,"(299.9, 300.317]","(1425.957, 1463.522]","(42.0, 43.8]","(-1.522, 8.326]"
3633,302.2,1521,40.6,52,0,"(301.987, 302.404]","(1501.087, 1538.652]","(40.2, 42.0]","(47.717, 57.565]"
1050,296.6,1671,28.8,108,0,"(296.561, 296.978]","(1651.348, 1688.913]","(27.6, 29.4]","(106.804, 116.652]"
3380,301.4,1590,36.3,43,0,"(301.152, 301.57]","(1576.217, 1613.783]","(34.8, 36.6]","(37.87, 47.717]"
3676,302.2,1562,38.0,162,0,"(301.987, 302.404]","(1538.652, 1576.217]","(36.6, 38.4]","(156.043, 165.891]"
5776,301.6,1325,49.2,104,0,"(301.57, 301.987]","(1313.261, 1350.826]","(49.2, 51.0]","(96.957, 106.804]"
9045,297.4,1603,34.6,65,0,"(297.396, 297.813]","(1576.217, 1613.783]","(33.0, 34.8]","(57.565, 67.413]"
6573,301.4,1855,25.3,178,0,"(301.152, 301.57]","(1839.174, 1876.739]","(24.0, 25.8]","(175.739, 185.587]"
5179,304.0,1450,42.8,101,0,"(303.657, 304.074]","(1425.957, 1463.522]","(42.0, 43.8]","(96.957, 106.804]"
1607,297.8,1412,48.3,27,0,"(297.396, 297.813]","(1388.391, 1425.957]","(47.4, 49.2]","(18.174, 28.022]"
3610,301.7,1594,32.4,204,0,"(301.57, 301.987]","(1576.217, 1613.783]","(31.2, 33.0]","(195.435, 205.283]"
9758,298.6,2271,16.2,218,1,"(298.23, 298.648]","(2252.391, 2289.957]","(15.0, 16.8]","(215.13, 224.978]"
6635,301.5,1534,39.3,119,0,"(301.152, 301.57]","(1501.087, 1538.652]","(38.4, 40.2]","(116.652, 126.5]"
9997,299.0,1645,33.4,22,0,"(298.648, 299.065]","(1613.783, 1651.348]","(33.0, 34.8]","(18.174, 28.022]"
791,296.8,1611,35.4,72,0,"(296.561, 296.978]","(1576.217, 1613.783]","(34.8, 36.6]","(67.413, 77.261]"
3056,300.2,1667,29.9,75,0,"(299.9, 300.317]","(1651.348, 1688.913]","(29.4, 31.2]","(67.413, 77.261]"
1980,298.0,1301,58.5,155,0,"(297.813, 298.23]","(1275.696, 1313.261]","(58.2, 60.0]","(146.196, 156.043]"
3598,301.7,1399,53.2,174,0,"(301.57, 301.987]","(1388.391, 1425.957]","(52.8, 54.6]","(165.891, 175.739]"
933,295.5,1597,37.2,16,0,"(295.309, 295.726]","(1576.217, 1613.783]","(36.6, 38.4]","(8.326, 18.174]"
7424,300.1,1575,29.8,210,0,"(299.9, 300.317]","(1538.652, 1576.217]","(29.4, 31.2]","(205.283, 215.13]"
5626,302.7,1603,32.5,148,0,"(302.404, 302.822]","(1576.217, 1613.783]","(31.2, 33.0]","(146.196, 156.043]"
1682,297.9,1604,36.1,225,1,"(297.813, 298.23]","(1576.217, 1613.783]","(34.8, 36.6]","(224.978, 234.826]"
4179,302.4,1349,46.1,148,1,"(301.987, 302.404]","(1313.261, 1350.826]","(45.6, 47.4]","(146.196, 156.043]"
6446,300.7,1471,40.2,59,0,"(300.317, 300.735]","(1463.522, 1501.087]","(40.2, 42.0]","(57.565, 67.413]"
4116,302.0,1381,58.4,201,0,"(301.987, 302.404]","(1350.826, 1388.391]","(58.2, 60.0]","(195.435, 205.283]"
988,296.3,1774,25.9,154,0,"(296.143, 296.561]","(1764.043, 1801.609]","(25.8, 27.6]","(146.196, 156.043]"
2896,300.7,1633,31.3,90,0,"(300.317, 300.735]","(1613.783, 1651.348]","(31.2, 33.0]","(87.109, 96.957]"
3778,302.4,1366,54.4,0,0,"(301.987, 302.404]","(1350.826, 1388.391]","(52.8, 54.6]","(-1.522, 8.326]"
5658,302.2,1372,55.1,9,0,"(301.987, 302.404]","(1350.826, 1388.391]","(54.6, 56.4]","(8.326, 18.174]"
3093,300.0,1397,51.2,173,0,"(299.9, 300.317]","(1388.391, 1425.957]","(51.0, 52.8]","(165.891, 175.739]"
3155,300.5,1367,54.0,129,0,"(300.317, 300.735]","(1350.826, 1388.391]","(52.8, 54.6]","(126.5, 136.348]"
1823,298.1,1414,48.7,159,0,"(297.813, 298.23]","(1388.391, 1425.957]","(47.4, 49.2]","(156.043, 165.891]"
9622,298.9,1794,27.2,114,0,"(298.648, 299.065]","(1764.043, 1801.609]","(25.8, 27.6]","(106.804, 116.652]"
1098,296.9,1521,37.9,27,0,"(296.561, 296.978]","(1501.087, 1538.652]","(36.6, 38.4]","(18.174, 28.022]"
2844,300.3,1650,35.2,196,0,"(299.9, 300.317]","(1613.783, 1651.348]","(34.8, 36.6]","(195.435, 205.283]"
3342,301.5,1382,52.4,165,0,"(301.152, 301.57]","(1350.826, 1388.391]","(51.0, 52.8]","(156.043, 165.891]"
38,298.9,1379,50.7,106,0,"(298.648, 299.065]","(1350.826, 1388.391]","(49.2, 51.0]","(96.957, 106.804]"
6540,301.4,1368,63.7,92,1,"(301.152, 301.57]","(1350.826, 1388.391]","(63.6, 65.4]","(87.109, 96.957]"
9473,298.7,1446,40.0,160,0,"(298.648, 299.065]","(1425.957, 1463.522]","(38.4, 40.2]","(156.043, 165.891]"
3356,301.6,1355,57.8,195,1,"(301.57, 301.987]","(1350.826, 1388.391]","(56.4, 58.2]","(185.587, 195.435]"
7813,300.0,1455,41.7,130,0,"(299.9, 300.317]","(1425.957, 1463.522]","(40.2, 42.0]","(126.5, 136.348]"
8220,298.9,1551,35.2,50,0,"(298.648, 299.065]","(1538.652, 1576.217]","(34.8, 36.6]","(47.717, 57.565]"
9227,298.0,1473,44.3,124,0,"(297.813, 298.23]","(1463.522, 1501.087]","(43.8, 45.6]","(116.652, 126.5]"
2428,299.0,1377,47.2,35,0,"(298.648, 299.065]","(1350.826, 1388.391]","(45.6, 47.4]","(28.022, 37.87]"
5043,304.1,1468,39.4,148,0,"(304.074, 304.491]","(1463.522, 1501.087]","(38.4, 40.2]","(146.196, 156.043]"
5346,303.4,1534,35.5,98,0,"(303.239, 303.657]","(1501.087, 1538.652]","(34.8, 36.6]","(96.957, 106.804]"
4811,303.4,1748,28.4,200,0,"(303.239, 303.657]","(1726.478, 1764.043]","(27.6, 29.4]","(195.435, 205.283]"
8476,298.5,1585,32.2,89,0,"(298.23, 298.648]","(1576.217, 1613.783]","(31.2, 33.0]","(87.109, 96.957]"
686,297.7,1504,40.4,35,0,"(297.396, 297.813]","(1501.087, 1538.652]","(40.2, 42.0]","(28.022, 37.87]"
4799,303.5,1418,42.2,170,0,"(303.239, 303.657]","(1388.391, 1425.957]","(42.0, 43.8]","(165.891, 175.739]"
7437,299.8,1727,30.0,24,0,"(299.483, 299.9]","(1726.478, 1764.043]","(29.4, 31.2]","(18.174, 28.022]"
2353,299.2,1841,22.8,40,0,"(299.065, 299.483]","(1839.174, 1876.739]","(22.2, 24.0]","(37.87, 47.717]"
6353,300.0,1491,42.0,29,0,"(299.9, 300.317]","(1463.522, 1501.087]","(42.0, 43.8]","(28.022, 37.87]"
4569,302.8,1636,35.0,38,0,"(302.404, 302.822]","(1613.783, 1651.348]","(34.8, 36.6]","(37.87, 47.717]"
8213,299.2,1548,33.5,35,0,"(299.065, 299.483]","(1538.652, 1576.217]","(33.0, 34.8]","(28.022, 37.87]"
2752,299.7,1851,24.7,189,0,"(299.483, 299.9]","(1839.174, 1876.739]","(24.0, 25.8]","(185.587, 195.435]"
8073,300.5,1558,36.7,113,0,"(300.317, 300.735]","(1538.652, 1576.217]","(36.6, 38.4]","(106.804, 116.652]"
1040,296.7,1502,43.9,84,0,"(296.561, 296.978]","(1501.087, 1538.652]","(43.8, 45.6]","(77.261, 87.109]"
7491,300.4,1320,57.9,168,0,"(300.317, 300.735]","(1313.261, 1350.826]","(56.4, 58.2]","(165.891, 175.739]"
1265,297.9,1558,35.7,39,0,"(297.813, 298.23]","(1538.652, 1576.217]","(34.8, 36.6]","(37.87, 47.717]"
9265,298.3,1390,49.7,23,0,"(298.23, 298.648]","(1388.391, 1425.957]","(49.2, 51.0]","(18.174, 28.022]"
7059,300.6,1644,33.8,148,0,"(300.317, 300.735]","(1613.783, 1651.348]","(33.0, 34.8]","(146.196, 156.043]"
277,298.0,1479,50.7,70,0,"(297.813, 298.23]","(1463.522, 1501.087]","(49.2, 51.0]","(67.413, 77.261]"
